Đường,Phường,Quận/Huyện,Thành phố,duration_days,price,acreage,package,category,public_date,expired_date,ad_type,target_renter
Hoàng Văn Thụ,Phường 4,Quận Tân Bình,Hồ Chí Minh,,5.9, 45m,Tin thường,Phòng trọ Quận Tân Bình,29/10/2024 00:40,,Phòng trọ,Tất cả
Hòa Bình,Phường Hiệp Tân,Quận Tân Phú,Hồ Chí Minh,,3.3, 30m,Tin thường,Phòng trọ Quận Tân Phú,29/10/2024 01:56,,Phòng trọ,Tất cả
Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,,4.7, 30m,Tin thường,Phòng trọ Quận 1,29/10/2024 05:34,,Phòng trọ,Tất cả
Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,Hồ Chí Minh,,2.8, 30m,Tin thường,Phòng trọ Quận 7,29/10/2024 08:20,,Phòng trọ,Tất cả
Phố Lê Trọng Tấn,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,,4.3, 30m,Tin thường,Phòng trọ Quận Tân Phú,29/10/2024 01:59,,Phòng trọ,Tất cả
Đường Hoàng Văn Thụ,Phường 8,Quận Phú Nhuận,Hồ Chí Minh,,3, 25m,Tin thường,Phòng trọ Quận Phú Nhuận,29/10/2024 08:57,,Phòng trọ,Tất cả
Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,Hồ Chí Minh,,2.8, 25m,Tin thường,Phòng trọ Quận Bình Tân,29/10/2024 01:56,,Phòng trọ,Tất cả
Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,Hồ Chí Minh,,3, 25m,Tin thường,Phòng trọ Quận 7,29/10/2024 08:20,,Phòng trọ,Tất cả
Đường Xô Viết Nghệ Tĩnh,Phường 21,Quận Bình Thạnh,Hồ Chí Minh,,5.9, 22m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 00:02,,Phòng trọ,Tất cả
Đường Tân Hòa Đông,Phường Bình Trị Đông,Quận Bình Tân,Hồ Chí Minh,,3.5, 30m,Tin thường,Phòng trọ Quận Bình Tân,29/10/2024 01:56,,Phòng trọ,Tất cả
Đường Nguyễn Văn Lượng,Phường 17,Quận Gò Vấp,Hồ Chí Minh,,5.9, 30m,Tin thường,Cho thuê căn hộ mini Quận Gò Vấp,29/10/2024 10:07,,Cho thuê căn hộ mini,Tất cả
96 Đường Tân Mỹ,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,,3.6, 25m,Tin miễn phí,Phòng trọ Quận 7,29/10/2024 10:27,,Phòng trọ,Tất cả
Đường D1,Phường Tân Hưng,Quận 7,Hồ Chí Minh,,15, 95m,Tin miễn phí,Cho thuê căn hộ Quận 7,29/10/2024 10:28,,Cho thuê căn hộ,Tất cả
578 Phố Lê Trọng Tấn,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,4,4, 25m,Tin miễn phí,Phòng trọ Quận Tân Phú,29/10/2024 10:39,02/11/2024 14:30,Phòng trọ,Tất cả
Đường Nguyễn Hữu Tiến,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,5,4.5, 28m,Tin thường,Phòng trọ Quận Tân Phú,29/10/2024 10:53,04/11/2024 09:25,Phòng trọ,Tất cả
Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,,2.6, 15m,Tin miễn phí,Phòng trọ Quận Nam Từ Liêm,29/10/2024 10:07,,Phòng trọ,Tất cả
Đường Lâm Văn Bền,Phường Tân Quy,Quận 7,Hồ Chí Minh,,32, 270m,Tin miễn phí,Cho thuê nhà Quận 7,29/10/2024 10:36,,Nhà thuê nguyên căn,Tất cả
67/49 Đường Xô Viết Nghệ Tĩnh,Phường 17,Quận Bình Thạnh,Hồ Chí Minh,10,4.5, 30m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 10:59,08/11/2024 10:59,Phòng trọ,Tất cả
22 Đường số 32,Phường Tân Phong,Quận 7,Hồ Chí Minh,,22, 72m,Tin miễn phí,Cho thuê nhà Quận 7,29/10/2024 10:43,,Nhà thuê nguyên căn,Tất cả
Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,,,2.5, 30m,Tin miễn phí,Phòng trọ Quận Cẩm Lệ,29/10/2024 10:30,,Phòng trọ,Tất cả
Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,,6.8, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,29/10/2024 11:00,,Cho thuê căn hộ dịch vụ,Tất cả
Đường Nguyễn Du,Phường Bến Nghé,Quận 1,Hồ Chí Minh,3,7.8, 30m,Tin thường,Cho thuê căn hộ dịch vụ Quận 1,29/10/2024 11:02,02/11/2024 10:59,Cho thuê căn hộ dịch vụ,Tất cả
Tạ Quang Bửu,Phường 4,Quận 8,Hồ Chí Minh,3,6, 30m,Tin thường,Phòng trọ Quận 8,29/10/2024 11:02,01/11/2024 16:34,Phòng trọ,Tất cả
Đường Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,Hồ Chí Minh,5,5.5, 30m,Tin thường,Cho thuê căn hộ mini Quận 7,29/10/2024 11:16,04/11/2024 09:43,Cho thuê căn hộ mini,Tất cả
Thị trấn Quang Minh,Huyện Mê Linh,Hà Nội,,,1.3, 35m,Tin miễn phí,Phòng trọ Huyện Mê Linh,29/10/2024 11:28,,Phòng trọ,Tất cả
40 Đường số 25,Phường Tân Quy,Quận 7,Hồ Chí Minh,,5.5, 30m,Tin thường,Phòng trọ Quận 7,29/10/2024 11:39,,Phòng trọ,Tất cả
Minh Phụng,Phường 2,Quận 11,Hồ Chí Minh,7,4.7, 25m,Tin thường,Phòng trọ Quận 11,29/10/2024 11:45,05/11/2024 11:45,Phòng trọ,Tất cả
1155 Tỉnh lộ 43,Phường Bình Chiểu,Thủ Đức,Hồ Chí Minh,,1.25, 15m,Tin miễn phí,Phòng trọ Thủ Đức,29/10/2024 11:46,,Phòng trọ,Tất cả
188 Đường Đinh Bộ Lĩnh,Phường 26,Quận Bình Thạnh,Hồ Chí Minh,10,3.7, 20m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 11:54,08/11/2024 11:54,Phòng trọ,Tất cả
Đường Hòa Hưng,Phường 2,Quận 10,Hồ Chí Minh,,7.5, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 10,29/10/2024 11:59,,Cho thuê căn hộ dịch vụ,Tất cả
Lê Thạch,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,,2.7, 28m,Tin miễn phí,Phòng trọ Quận Cẩm Lệ,29/10/2024 12:18,,Phòng trọ,Tất cả
496 Đường Dương Quảng Hàm,Phường 6,Quận Gò Vấp,Hồ Chí Minh,,3.5, 25m,Tin miễn phí,Phòng trọ Quận Gò Vấp,29/10/2024 12:19,,Phòng trọ,Tất cả
102 Đường Lê Văn Thọ,Phường 11,Quận Gò Vấp,Hồ Chí Minh,,4.2, 25m,Tin miễn phí,Phòng trọ Quận Gò Vấp,29/10/2024 12:19,,Phòng trọ,Tất cả
Đường Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,Hồ Chí Minh,,3, 30m,Tin thường,Phòng trọ Quận 12,29/10/2024 12:33,,Phòng trọ,Tất cả
5 Đường Nguyễn Bá Tòng,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,,2.6, 15m,Tin thường,Phòng trọ Quận Tân Phú,29/10/2024 12:37,,Phòng trọ,Tất cả
Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Quận 12,Hồ Chí Minh,,2.9, 30m,Tin miễn phí,Phòng trọ Quận 12,29/10/2024 13:09,,Phòng trọ,Tất cả
Đường Hoàng Việt,Phường 4,Quận Tân Bình,Hồ Chí Minh,,13.5, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình,29/10/2024 15:01,,Cho thuê căn hộ dịch vụ,Tất cả
Đường Phan Văn Trị,Phường 11,Quận Gò Vấp,Hồ Chí Minh,,5.5, 25m,Tin miễn phí,Phòng trọ Quận Gò Vấp,29/10/2024 14:45,,Phòng trọ,Tất cả
Hẻm 138 Đường Tô Ngọc Vân,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh,,2.5, 20m,Tin miễn phí,Phòng trọ Quận 12,29/10/2024 14:50,,Phòng trọ,Nữ
1/17 Đường Hoàng Việt,Phường 4,Quận Tân Bình,Hồ Chí Minh,,13.5, 35m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình,29/10/2024 14:59,,Cho thuê căn hộ dịch vụ,Tất cả
7A,Phường Bình Trị Đông B,Quận Bình Tân,Hồ Chí Minh,2,4.4, 50m,Tin miễn phí,Phòng trọ Quận Bình Tân,29/10/2024 14:56,01/11/2024 08:33,Phòng trọ,Tất cả
7A,Phường Bình Trị Đông B,Quận Bình Tân,Hồ Chí Minh,,3.9, 50m,Tin miễn phí,Cho thuê căn hộ mini Quận Bình Tân,29/10/2024 14:55,,Cho thuê căn hộ mini,Tất cả
1075 Đường Hoàng Sa,Phường 11,Quận 3,Hồ Chí Minh,,3.5, 25m,Tin thường,Phòng trọ Quận 3,29/10/2024 15:00,,Phòng trọ,Tất cả
Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,,2.8, 18m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 14:48,,Phòng trọ,Tất cả
Đường số 81,Phường Tân Phong,Quận 7,Hồ Chí Minh,,5, 28m,Tin thường,Phòng trọ Quận 7,29/10/2024 15:42,,Phòng trọ,Tất cả
Đường Lê Văn Lương,Phường Tân Quy,Quận 7,Hồ Chí Minh,10,5.5, 25m,Tin thường,Phòng trọ Quận 7,29/10/2024 15:06,08/11/2024 15:06,Phòng trọ,Tất cả
Phố Tạ Quang Bửu,Phường 6,Quận 8,Hồ Chí Minh,15,4.2, 25m,Tin thường,Cho thuê căn hộ Quận 8,29/10/2024 15:08,13/11/2024 15:08,Cho thuê căn hộ,Tất cả
Phố Nguyễn Thiện Thuật,Phường 1,Quận 3,Hồ Chí Minh,10,7, 50m,Tin thường,Cho thuê căn hộ Quận 3,29/10/2024 15:41,08/11/2024 15:41,Cho thuê căn hộ,Tất cả
Phố Tạ Quang Bửu,Phường 6,Quận 8,Hồ Chí Minh,15,3.5, 20m,Tin thường,Phòng trọ Quận 8,29/10/2024 15:09,13/11/2024 15:09,Phòng trọ,Tất cả
Đường số 39,Phường Bình Thuận,Quận 7,Hồ Chí Minh,,40, 200m,Tin miễn phí,Cho thuê nhà Quận 7,29/10/2024 15:21,,Nhà thuê nguyên căn,Tất cả
Đường Phan Huy Ích,Phường 15,Quận Tân Bình,Hồ Chí Minh,,3.5, 25m,Tin miễn phí,Phòng trọ Quận Tân Bình,29/10/2024 15:43,,Phòng trọ,Tất cả
Đường Âu Cơ,Phường 14,Quận Tân Bình,Hồ Chí Minh,,4, 25m,Tin miễn phí,Phòng trọ Quận Tân Bình,29/10/2024 15:05,,Phòng trọ,Tất cả
100 Đường số 25,Phường Tân Quy,Quận 7,Hồ Chí Minh,,5, 28m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,29/10/2024 15:44,,Cho thuê căn hộ dịch vụ,Tất cả
Đường Hoàng Sa,Phường Đa Kao,Quận 1,Hồ Chí Minh,,8.5, 37m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1,29/10/2024 15:44,,Cho thuê căn hộ dịch vụ,Tất cả
90A Đường Kiều Đàm,Phường Tân Hưng,Quận 7,Hồ Chí Minh,,5, 28m,Tin thường,Phòng trọ Quận 7,29/10/2024 15:44,,Phòng trọ,Tất cả
23 Đường Nguyễn Văn Mai,Phường 7,Quận 3,Hồ Chí Minh,3,3.2, 35m,Tin thường,Phòng trọ Quận 3,29/10/2024 15:57,02/11/2024 13:02,Phòng trọ,Tất cả
Đường Trần Bá Giao,Phường 5,Quận Gò Vấp,Hồ Chí Minh,3,1.8, 35m,Tin thường,Phòng trọ Quận Gò Vấp,29/10/2024 15:58,02/11/2024 11:54,Phòng trọ,Tất cả
1/12 Võ Oanh,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,3,1.8, 35m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 15:58,02/11/2024 11:55,Phòng trọ,Tất cả
482 Lê Quang Định,Phường 11,Quận Bình Thạnh,Hồ Chí Minh,3,2.2, 35m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 15:58,02/11/2024 15:12,Phòng trọ,Tất cả
117 Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,3,1.6, 35m,Tin thường,Phòng trọ Quận 7,29/10/2024 15:58,02/11/2024 11:55,Phòng trọ,Nam
314 Điện Biên Phủ,Phường 11,Quận 10,Hồ Chí Minh,,13, 50m,Tin thường,Cho thuê căn hộ dịch vụ Quận 10,29/10/2024 20:29,,Cho thuê căn hộ dịch vụ,Tất cả
87 Đường số 6,Phường 10,Quận Gò Vấp,Hồ Chí Minh,,1.4, 100m,Tin thường,Phòng trọ Quận Gò Vấp,29/10/2024 20:42,,Phòng trọ,Tất cả
Đường Nguyễn Văn Linh,Xã Phong Phú,Huyện Bình Chánh,Hồ Chí Minh,30,3.5, 17m,Tin thường,Phòng trọ Huyện Bình Chánh,29/10/2024 21:03,28/11/2024 21:03,Phòng trọ,Nữ
Đường Dương Quảng Hàm,Phường 6,Quận Gò Vấp,Hồ Chí Minh,,3.5, 25m,Tin miễn phí,Phòng trọ Quận Gò Vấp,29/10/2024 17:12,,Phòng trọ,Tất cả
83/49/4 Đường Trương Đăng Quế,Phường 3,Quận Gò Vấp,Hồ Chí Minh,,1.65, 30m,Tin thường,Phòng trọ Quận Gò Vấp,29/10/2024 18:42,,Phòng trọ,Tất cả
564 Nguyễn Văn Cừ Đường Nguyễn Văn Cừ,Phường Gia Thụy,Quận Long Biên,Hà Nội,,2.5, 15m,Tin miễn phí,Phòng trọ Quận Long Biên,29/10/2024 20:50,,Phòng trọ,Tất cả
130 Đường Hiệp Bình,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,,2.5, 30m,Tin miễn phí,Phòng trọ Thủ Đức,29/10/2024 20:10,,Phòng trọ,Nữ
Văn Thân,Phường 8,Quận 6,Hồ Chí Minh,,4.5, 25m,Tin miễn phí,Phòng trọ Quận 6,29/10/2024 16:59,,Phòng trọ,Tất cả
80/12/200B Đường Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Hồ Chí Minh,,1.55, 85m,Tin thường,Phòng trọ Quận Gò Vấp,29/10/2024 18:42,,Phòng trọ,Tất cả
17 Trần Bình Trọng,Phường 5,Quận Bình Thạnh,Hồ Chí Minh,,8.3, 35m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,29/10/2024 21:13,,Cho thuê căn hộ dịch vụ,Tất cả
236 Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,Hồ Chí Minh,,7.3, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,29/10/2024 21:34,,Cho thuê căn hộ dịch vụ,Tất cả
277 Đường Hoàng Văn Thụ,Phường 2,Quận Bình Thạnh,Hồ Chí Minh,,8, 30m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,29/10/2024 21:35,,Cho thuê căn hộ dịch vụ,Tất cả
Cầu Xây 2,Phường Tân Phú,Quận 9,Hồ Chí Minh,,4, 30m,Tin thường,Phòng trọ Quận 9,29/10/2024 22:38,,Phòng trọ,Tất cả
Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Hồ Chí Minh,,5.8, 30m,Tin miễn phí,Phòng trọ Quận Gò Vấp,29/10/2024 23:19,,Phòng trọ,Tất cả
Đường Bạch Đằng,Phường 24,Quận Bình Thạnh,Hồ Chí Minh,,6.5, 30m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,29/10/2024 23:37,,Cho thuê căn hộ dịch vụ,Tất cả
6 ngõ 9/49/165 Đường Dương Quảng Hàm,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,,4.5, 30m,Tin miễn phí,Phòng trọ Quận Cầu Giấy,29/10/2024 23:42,,Phòng trọ,Tất cả
20/69/14 Đường Cô Bắc,Phường 1,Quận Phú Nhuận,Hồ Chí Minh,3,5.3, 25m,Tin miễn phí,Phòng trọ Quận Phú Nhuận,29/10/2024 23:49,02/11/2024 22:15,Phòng trọ,Tất cả
Đường Nguyễn Gia Trí,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,5,6.8, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,30/10/2024 00:25,04/11/2024 00:25,Cho thuê căn hộ dịch vụ,Tất cả
234 Đường Nguyễn Duy Trinh,Phường Bình Trưng Đông,Quận 2,Hồ Chí Minh,5,4.2, 30m,Tin thường,Phòng trọ Quận 2,30/10/2024 08:56,04/11/2024 08:56,Phòng trọ,Tất cả
Đường số 29,Phường Bình Trị Đông B,Quận Bình Tân,Hồ Chí Minh,5,3, 13m,Tin thường,Phòng trọ Quận Bình Tân,30/10/2024 08:18,04/11/2024 08:18,Phòng trọ,Tất cả
Đường Huỳnh Lan Khanh,Phường 2,Quận Tân Bình,Hồ Chí Minh,5,6, 30m,Tin thường,Phòng trọ Quận Tân Bình,30/10/2024 09:03,04/11/2024 09:03,Phòng trọ,Tất cả
Đường Nguyễn Tử Nha,Phường 12,Quận Tân Bình,Hồ Chí Minh,3,6, 25m,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình,30/10/2024 08:59,02/11/2024 09:41,Cho thuê căn hộ mini,Tất cả
10 Đức Giang,Phường Đức Giang,Quận Long Biên,Hà Nội,5,16, 180m,Tin miễn phí,Cho thuê mặt bằng Quận Long Biên,30/10/2024 08:56,04/11/2024 08:56,Cho thuê mặt bằng,Tất cả
140 Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Hồ Chí Minh,5,2.4, 15m,Tin thường,Phòng trọ Quận Gò Vấp,30/10/2024 09:01,04/11/2024 09:01,Phòng trọ,Tất cả
205/41/34 Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Hồ Chí Minh,5,2.8, 20m,Tin thường,Phòng trọ Quận Gò Vấp,30/10/2024 09:01,04/11/2024 09:01,Phòng trọ,Tất cả
Đường Nguyễn Thị Xiếu,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,5,5.5, 40m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,30/10/2024 09:01,04/11/2024 09:01,Cho thuê căn hộ dịch vụ,Tất cả
Đường số 1,Phường Tân Hưng,Quận 7,Hồ Chí Minh,5,3, 28m,Tin thường,Phòng trọ Quận 7,30/10/2024 09:33,04/11/2024 09:33,Phòng trọ,Tất cả
8/1 Đường Lũy Bán Bích,Phường Tân Thới Hòa,Quận Tân Phú,Hồ Chí Minh,7,6.5, 40m,Tin thường,Phòng trọ Quận Tân Phú,30/10/2024 09:04,06/11/2024 09:04,Phòng trọ,Tất cả
166 Đường Hồ Bá Kiện,Phường 15,Quận 10,Hồ Chí Minh,,3, 15m,Tin thường,Phòng trọ Quận 10,30/10/2024 08:14,,Phòng trọ,Tất cả
702 Đường Nguyễn Duy Trinh,Phường Bình Trưng Đông,Quận 2,Hồ Chí Minh,5,5.2, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận 2,30/10/2024 08:07,04/11/2024 08:07,Cho thuê căn hộ dịch vụ,Tất cả
520 Đường Quốc Lộ 13,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,,3.6, 10m,Tin thường,Phòng trọ Thủ Đức,30/10/2024 07:42,,Phòng trọ,Tất cả
17 Đường số 44,Phường Cát Lái,Quận 2,Hồ Chí Minh,7,4.3, 25m,Tin thường,Phòng trọ Quận 2,30/10/2024 09:11,07/11/2024 07:14,Phòng trọ,Tất cả
Đường số 14,Phường 11,Quận Gò Vấp,Hồ Chí Minh,5,5, 40m,Tin thường,Cho thuê nhà Quận Gò Vấp,30/10/2024 07:27,04/11/2024 07:27,Nhà thuê nguyên căn,Tất cả
Đường Trường Chinh,Phường 13,Quận Tân Bình,Hồ Chí Minh,3,1.5, 35m,Tin thường,Phòng trọ Quận Tân Bình,29/10/2024 15:59,02/11/2024 11:55,Phòng trọ,Tất cả
Đường Đặng Thuỳ Trâm,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,,2.7, 35m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 15:59,,Phòng trọ,Tất cả
177 Nguyễn Văn Thủ,Phường Đa Kao,Quận 1,Hồ Chí Minh,7,1.9, 35m,Tin thường,Phòng trọ Quận 1,29/10/2024 16:00,05/11/2024 16:00,Phòng trọ,Tất cả
154 Đường Âu Dương Lân,Phường 3,Quận 8,Hồ Chí Minh,,4.5, 25m,Tin miễn phí,Phòng trọ Quận 8,,01/11/2024 22:06,Phòng trọ,Tất cả
973 Đường Nguyễn Ảnh Thủ,Phường Tân Chánh Hiệp,Quận 12,Hồ Chí Minh,7,1.2, 35m,Tin thường,Phòng trọ Quận 12,29/10/2024 16:01,05/11/2024 16:01,Phòng trọ,Tất cả
13 Đường số 12,Phường Linh Chiểu,Thủ Đức,Hồ Chí Minh,7,1.5, 35m,Tin thường,Phòng trọ Thủ Đức,29/10/2024 16:00,05/11/2024 16:00,Phòng trọ,Tất cả
840 Đường Hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,Hồ Chí Minh,7,1, 35m,Tin thường,Phòng trọ Quận Bình Tân,29/10/2024 16:01,05/11/2024 16:01,Phòng trọ,Tất cả
Đường Đinh Bộ Lĩnh,Phường 26,Quận Bình Thạnh,Hồ Chí Minh,,6.4, 28m,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,,01/11/2024 22:52,Cho thuê căn hộ dịch vụ,Tất cả
428 Đường Phan Văn Trị,Phường 7,Quận Gò Vấp,Hồ Chí Minh,7,1.5, 35m,Tin thường,Phòng trọ Quận Gò Vấp,29/10/2024 16:00,05/11/2024 16:00,Phòng trọ,Nữ
512 Nguyễn Xiển,Phường Long Thạnh Mỹ,Quận 9,Hồ Chí Minh,7,1.9, 35m,Tin thường,Phòng trọ Quận 9,29/10/2024 15:59,05/11/2024 15:59,Phòng trọ,Tất cả
Cầm Bá Thước,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,,6.2, 26m,Tin miễn phí,Phòng trọ Quận Phú Nhuận,,01/11/2024 22:59,Phòng trọ,Tất cả
72/27 Đường Trần Phú,Phường 2,Thành Phố Tuy Hòa,Phú Yên,,0.8, 12m,Tin miễn phí,Phòng trọ Thành Phố Tuy Hòa,,01/11/2024 23:03,Phòng trọ,Tất cả
Đường Bình Lợi,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,,8.5, 50m,Tin miễn phí,Phòng trọ Quận Bình Thạnh,,01/11/2024 23:19,Phòng trọ,Tất cả
62 Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,Hồ Chí Minh,5,3.9, 22m,Tin miễn phí,Phòng trọ Quận 7,28/10/2024 01:26,02/11/2024 01:26,Phòng trọ,Tất cả
159/1 Đường Hồ Văn Huê,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,5,2.3, 12m,Tin miễn phí,Phòng trọ Quận Phú Nhuận,28/10/2024 03:09,02/11/2024 03:09,Phòng trọ,Tất cả
49/32a (Hẻm 38) Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,30,4.5, 35m,Tin thường,Phòng trọ Quận Phú Nhuận,28/10/2024 06:13,27/11/2024 06:13,Phòng trọ,Nữ
Đường Bình Giã,Phường 13,Quận Tân Bình,Hồ Chí Minh,5,3, 18m,Tin thường,Phòng trọ Quận Tân Bình,28/10/2024 07:10,02/11/2024 07:10,Phòng trọ,Tất cả
205/1 Đường Hoàng Hoa Thám,Phường Thắng Tam,Thành Phố Vũng Tàu,Bà Rịa - Vũng Tàu,5,2.5, 35m,Tin miễn phí,Phòng trọ Thành Phố Vũng Tàu,28/10/2024 08:08,02/11/2024 08:08,Phòng trọ,Tất cả
Đường Hoàng Việt,Phường 4,Quận Tân Bình,Hồ Chí Minh,,13.5, 35m,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình,29/10/2024 14:36,,Cho thuê căn hộ mini,Tất cả
Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,,13, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận,29/10/2024 14:29,,Cho thuê căn hộ dịch vụ,Tất cả
Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,,1.7, 30m,Tin thường,Tìm người ở ghép Huyện Nhà Bè,29/10/2024 14:32,,Tìm người ở ghép,Tất cả
40 Đường Nguyễn Phúc Chu,Phường 15,Quận Tân Bình,Hồ Chí Minh,5,3.7, 26m,Tin thường,Phòng trọ Quận Tân Bình,28/10/2024 08:17,02/11/2024 08:17,Phòng trọ,Tất cả
449 Đường Trường Chinh,Quận Tân Bình,Hồ Chí Minh,,5,4.1, 25m,Tin thường,Phòng trọ Quận Tân Bình,28/10/2024 08:18,02/11/2024 08:18,Phòng trọ,Tất cả
43 Hoàng Diệu,Phường 12,Quận 4,Hồ Chí Minh,,1.7, 20m,Tin thường,Phòng trọ Quận 4,29/10/2024 14:44,,Phòng trọ,Tất cả
71 Đường Nguyễn Bặc,Phường 3,Quận Tân Bình,Hồ Chí Minh,3,2, 35m,Tin thường,Phòng trọ Quận Tân Bình,29/10/2024 15:58,02/11/2024 11:55,Phòng trọ,Nữ
145/89 Đường Trần Bá Giao,Phường 5,Quận Gò Vấp,Hồ Chí Minh,5,4.2, 30m,Tin miễn phí,Phòng trọ Quận Gò Vấp,28/10/2024 08:29,02/11/2024 08:29,Phòng trọ,Tất cả
961 Đường Hậu Giang,Phường 11,Quận 6,Hồ Chí Minh,,8.5, 101m,Tin thường,Cho thuê căn hộ Quận 6,29/10/2024 14:25,,Cho thuê căn hộ,Tất cả
